Temporada,Torneo,Pos,Jugador,Club,G,MJ
2022-2023,Apertura,109,Zaira Carolina Miranda,Toluca,1,132
2022-2023,Apertura,110,Destinney Rosalía Duron,Toluca,1,635
2022-2023,Apertura,111,María Fernanda Sánchez,Toluca,1,664
2022-2023,Apertura,112,Liliana Rodríguez,Toluca,1,725
2022-2023,Apertura,113,Natalia Judith Colín,Toluca,1,781
2022-2023,Apertura,114,Diana Michelle Guatemala,Toluca,1,813
2022-2023,Apertura,115,Karla Lorena Martínez,Toluca,1,1064
2022-2023,Apertura,116,Noemí Granados,Toluca,1,1396
2022-2023,Apertura,117,Jennifer Hermoso,Pachuca,1,471
2022-2023,Apertura,118,Esbeydi Viridiana Salazar,Pachuca,1,485
2022-2023,Apertura,119,Marlyn Margoth Campa,Pachuca,1,561
2022-2023,Apertura,120,Blanky Denisse Serrano,Pachuca,1,672
2022-2023,Apertura,121,Daniela Alexandra Arias,Pachuca,1,776
2022-2023,Apertura,122,Hireri Velázquez,Cruz Azul,1,377
2022-2023,Apertura,123,Renata Fernanda Huerta,Cruz Azul,1,653
2022-2023,Apertura,124,Diana Laura García,Cruz Azul,1,823
2022-2023,Apertura,125,Daniela Frank Flores,Cruz Azul,1,862
2022-2023,Apertura,126,María Alejandra Peraza,Cruz Azul,1,870
2022-2023,Apertura,127,Daniela Janet Monroy,Cruz Azul,1,976
2022-2023,Apertura,128,Mirelle Arciniega,Cruz Azul,1,1028
2022-2023,Apertura,129,Dalia Isabel Molina,Cruz Azul,1,1163
2022-2023,Apertura,130,Ana Rosa García,Cruz Azul,1,1388
2022-2023,Apertura,131,Grecia Valeria Pineda,Pumas,1,242
2022-2023,Apertura,132,Samantha López,Pumas,1,286
2022-2023,Apertura,133,Daniela Itzaxaya García,Pumas,1,583
2022-2023,Apertura,134,Lucia Rodríguez,Pumas,1,712
2022-2023,Apertura,135,Natalia Macías Valadez,Pumas,1,762
2022-2023,Apertura,136,Paola Chavero,Pumas,1,870
2022-2023,Apertura,137,Dinora Lizeth Garza,Pumas,1,1167
2022-2023,Apertura,138,Marcia Paola García,Atlas,1,64
2022-2023,Apertura,139,Sulma Yaderia Plancarte,Atlas,1,541
2022-2023,Apertura,140,Alejandra Franco,Atlas,1,585
2022-2023,Apertura,141,Sabrina Figueroa,Atlas,1,635
2022-2023,Apertura,142,Alejandra Lomelí,Atlas,1,876
2022-2023,Apertura,143,Zellyka Guadalupe Arce,Atlas,1,1098
2022-2023,Apertura,144,Karen Andrea García,Atlas,1,1244
2022-2023,Apertura,145,Valeria Razo,Atlas,1,1434
2022-2023,Apertura,146,Karla Daniela Zempoalteca,FC Juárez,1,511
2022-2023,Apertura,147,Natalia Guadalupe Penagos,León,1,87
2022-2023,Apertura,148,Karen Itzayana Gómez,León,1,117
2022-2023,Apertura,149,Romina Stefania Núñez,León,1,813
2022-2023,Apertura,150,Madeleine Pasco,León,1,1196
2022-2023,Apertura,151,Brenda Esmeralda Díaz,León,1,1323
2022-2023,Apertura,152,Silvana González,Atlético de San Luis,1,434
2022-2023,Apertura,153,Estefania Izaguirre,Atlético de San Luis,1,1035
2022-2023,Apertura,154,Natalia Inés Gómez Junco,Atlético de San Luis,1,1457
2022-2023,Apertura,155,Brenda Vanessa López,Santos Laguna,1,692
2022-2023,Apertura,156,Barbrha Alejandra Figueroa,Querétaro,1,275
2022-2023,Apertura,157,Sonia Vázquez,Querétaro,1,425
2022-2023,Apertura,158,Lía Betsabé Morán,Querétaro,1,1386
2022-2023,Apertura,159,Jaqueline González,Puebla,1,674
2022-2023,Apertura,160,Fátima Rosales,Puebla,1,1351
2022-2023,Apertura,161,Ivonne Najar,Puebla,1,1530
2022-2023,Apertura,162,Jazmín Piza,Mazatlán FC,1,138
2022-2023,Apertura,163,Yuliana Marlene Mora,Mazatlán FC,1,515
2022-2023,Apertura,164,Karla Katia Saavedra,Mazatlán FC,1,907
2022-2023,Apertura,165,Yaritza Yanely Arista,Mazatlán FC,1,1136
2022-2023,Apertura,166,Iraida Guadalupe Fernández,Necaxa,1,494
2022-2023,Apertura,167,Alejandra Guerrero,Necaxa,1,680
2022-2023,Apertura,168,Reyna Sabina Velázquez,Necaxa,1,944
2022-2023,Apertura,169,Fanny Lizeth Grano,Necaxa,1,1234
2022-2023,Apertura,170,Samantha Kassandra Calvillo,Necaxa,1,1341
2022-2023,Apertura,171,Dayán Vianey Fuentes,Necaxa,1,1489
