Temporada,Torneo,Pos,Jugador,Club,G,MJ
2019-2020,Apertura,76,María Fernanda Daniela Pérez,Atlas,2,1620
2019-2020,Apertura,77,Lizette Montserrat Rodríguez,M. Morelia,2,472
2019-2020,Apertura,78,Sahiry América Cruz,M. Morelia,2,1429
2019-2020,Apertura,79,Fátima Ximena Alonso,Cruz Azul,2,760
2019-2020,Apertura,80,Daniela Janet Monroy,Cruz Azul,2,818
2019-2020,Apertura,81,Itzel Cruz,Cruz Azul,2,1519
2019-2020,Apertura,82,Dulce Anay Piña,León,2,104
2019-2020,Apertura,83,Diana Laura García,León,2,1397
2019-2020,Apertura,84,Emily Misdiel González,Puebla,2,785
2019-2020,Apertura,85,Daniela Regina Vázquez,Querétaro,2,1045
2019-2020,Apertura,86,Daniela Vidal,Querétaro,2,1231
2019-2020,Apertura,87,Sofia Alvarez,Querétaro,2,1370
2019-2020,Apertura,88,Daniela Sánchez,Pumas,2,728
2019-2020,Apertura,89,Jaquelín García,Pumas,2,782
2019-2020,Apertura,90,Daniela Itzaxaya García,Pumas,2,1033
2019-2020,Apertura,91,Isela Guadalupe Ojeda,Santos Laguna,2,1122
2019-2020,Apertura,92,Ramona Guadalupe Paredes,Atlético de San Luis,2,637
2019-2020,Apertura,93,Daniela Carrandi,Atlético de San Luis,2,1556
2019-2020,Apertura,94,Karen Melina Vázquez,Atlético de San Luis,2,1620
2019-2020,Apertura,95,Brenda Marisol Pedroza,Necaxa,2,642
2019-2020,Apertura,96,Samantha Abigail Simental,Rayadas,1,30
2019-2020,Apertura,97,Annia Stephany Mejía,Rayadas,1,1055
2019-2020,Apertura,98,Miah Alexia Zuazua,Tigres,1,197
2019-2020,Apertura,99,Lydia Nayeli Rangel,Tigres,1,953
2019-2020,Apertura,100,Karen Irasema Luna,Tigres,1,1156
2019-2020,Apertura,101,Yaritzi Rodríguez,Pachuca,1,91
2019-2020,Apertura,102,Norma Priscila Gaitan,Pachuca,1,142
2019-2020,Apertura,103,Blanky Denisse Serrano,Pachuca,1,192
2019-2020,Apertura,104,Gloria Narváez,Pachuca,1,448
2019-2020,Apertura,105,Diana Paola Monroy,Pachuca,1,1425
2019-2020,Apertura,106,Ana Karen López,América,1,452
2019-2020,Apertura,107,Jana Alexandra Gutiérrez,América,1,1072
2019-2020,Apertura,108,Marcela Valera,América,1,1160
2019-2020,Apertura,109,María Guadalupe Velázquez,Guadalajara,1,96
2019-2020,Apertura,110,Ana Gabriela Huerta,Guadalajara,1,327
2019-2020,Apertura,111,Brenda Noemí Viramontes,Guadalajara,1,573
2019-2020,Apertura,112,María Andrea Sánchez,Guadalajara,1,827
2019-2020,Apertura,113,Kinberly Paloma Guzmán,Guadalajara,1,945
2019-2020,Apertura,114,Layla Lucila De La Luz García,Toluca,1,148
2019-2020,Apertura,115,Brenda Nayeli Carvajal,Toluca,1,377
2019-2020,Apertura,116,Yamanic Nahomi Martínez,Toluca,1,1350
2019-2020,Apertura,117,Silvia Yuzara López,Toluca,1,1424
2019-2020,Apertura,118,Karla Katia Saavedra,Toluca,1,1436
2019-2020,Apertura,119,Noemí Granados,Toluca,1,1530
2019-2020,Apertura,120,Laura Montserrat Parra,Toluca,1,1620
2019-2020,Apertura,121,María Fernanda Barajas,Tijuana,1,299
2019-2020,Apertura,122,Yadira Toraya,Tijuana,1,1301
2019-2020,Apertura,123,Inglis Yoana Hernández,Tijuana,1,1398
2019-2020,Apertura,124,Leyla Ali Zapata,Tijuana,1,1515
2019-2020,Apertura,125,Mayra Alejandra Santana,Atlas,1,53
2019-2020,Apertura,126,Ana Rosa García,Atlas,1,263
2019-2020,Apertura,127,María Areli Martínez,Atlas,1,426
2019-2020,Apertura,128,Joana Robles,Atlas,1,903
2019-2020,Apertura,129,Karen Andrea García,Atlas,1,1175
2019-2020,Apertura,130,Julissa Fernanda Dávila,Atlas,1,1332
2019-2020,Apertura,131,Sharon Andrea Barba,Cruz Azul,1,81
2019-2020,Apertura,132,Wendy Atziri Jiménez,Cruz Azul,1,1156
2019-2020,Apertura,133,Montserrat Martinez,León,1,573
2019-2020,Apertura,134,Paulina Gómez,León,1,661
2019-2020,Apertura,135,Paulina Adriana Pérez,León,1,700
2019-2020,Apertura,136,Liliana Sánchez,León,1,1169
2019-2020,Apertura,137,Ivonne Najar,Puebla,1,1505
2019-2020,Apertura,138,Mirelle Arciniega,Puebla,1,1607
2019-2020,Apertura,139,Lizette Adriana Calderón,Querétaro,1,306
2019-2020,Apertura,140,Elisa Paola Espino,Querétaro,1,570
2019-2020,Apertura,141,Karym Iturbe,Querétaro,1,688
2019-2020,Apertura,142,Luz María Ruíz,Querétaro,1,1000
2019-2020,Apertura,143,Melissa Leilani Arredondo,Querétaro,1,1292
2019-2020,Apertura,144,Karen Elizabeth Hernández,Querétaro,1,1598
2019-2020,Apertura,145,Estefany Elizabeth Hernández,Pumas,1,134
2019-2020,Apertura,146,Laura Herrera,Pumas,1,189
2019-2020,Apertura,147,Mariela Jiménez,Pumas,1,309
2019-2020,Apertura,148,Patricia De María Jardón,Pumas,1,390
2019-2020,Apertura,149,Hilary Margarita García,Pumas,1,537
2019-2020,Apertura,150,Dirce Delgado,Pumas,1,1282
2019-2020,Apertura,151,Gabriela Rocío Álvarez,Pumas,1,1508
2019-2020,Apertura,152,Daniela Osorio,Veracruz,1,62
2019-2020,Apertura,153,Magaly Cortés,Veracruz,1,530
2019-2020,Apertura,154,Brenda Abigail García,Veracruz,1,958
2019-2020,Apertura,155,Karla Vanessa Estala,Veracruz,1,1123
2019-2020,Apertura,156,Valeria Lagunes,Veracruz,1,1151
2019-2020,Apertura,157,Citlalli Amairany Valencia,Veracruz,1,1293
2019-2020,Apertura,158,Monique Burgess,Veracruz,1,1521
2019-2020,Apertura,159,Paloma Sugey Velázquez,Veracruz,1,1596
2019-2020,Apertura,160,Yahaira Esmeralda Flores,Santos Laguna,1,154
2019-2020,Apertura,161,Ashly Yoselin Martínez,Santos Laguna,1,506
2019-2020,Apertura,162,Arlett Tovar,Santos Laguna,1,1440
2019-2020,Apertura,163,Sharon Denisse Morales,Atlético de San Luis,1,332
2019-2020,Apertura,164,Aylin Hernández,Atlético de San Luis,1,689
2019-2020,Apertura,165,Ivonne Yaqueline Santillán,Atlético de San Luis,1,1057
2019-2020,Apertura,166,Belkis Karely Escalante,Atlético de San Luis,1,1298
2019-2020,Apertura,167,Estefania Izaguirre,Atlético de San Luis,1,1344
2019-2020,Apertura,168,Silvia Elicerio,FC Juárez,1,910
2019-2020,Apertura,169,Carmen Angelica González,FC Juárez,1,1262
2019-2020,Apertura,170,Olimpia Yanet Cuevas,Necaxa,1,364
2019-2020,Apertura,171,Libeth Paulina Castro,Necaxa,1,1495
2019-2020,Apertura,172,Dulce Maria Alvarado,Necaxa,1,1522
2019-2020,Apertura,173,Brianda Escobedo,Necaxa,1,1620
