Temporada,Torneo,Pos,Jugador,Club,G,MJ
2021-2022,Clausura,87,Andrea Balcazar,Pachuca,1,340
2021-2022,Clausura,88,Selene Deyanira Cortés,Pachuca,1,511
2021-2022,Clausura,89,Sulma Yaderia Plancarte,Atlas,1,249
2021-2022,Clausura,90,Alejandra Lomelí,Atlas,1,277
2021-2022,Clausura,91,Joana Robles,Atlas,1,771
2021-2022,Clausura,92,Julissa Fernanda Dávila,Atlas,1,876
2021-2022,Clausura,93,Ana Rosa García,Atlas,1,986
2021-2022,Clausura,94,María Fernanda Daniela Pérez,Atlas,1,999
2021-2022,Clausura,95,Karen Andrea García,Atlas,1,1130
2021-2022,Clausura,96,Norma Janeth Hernández,Atlas,1,1250
2021-2022,Clausura,97,Catherine Kyara Rodríguez,Pumas,1,124
2021-2022,Clausura,98,Natalia Macías Valadez,Pumas,1,417
2021-2022,Clausura,99,Edna Fabiola Santamaria,Pumas,1,450
2021-2022,Clausura,100,Paola Chavero,Pumas,1,804
2021-2022,Clausura,101,Deneva Cagigas,Pumas,1,816
2021-2022,Clausura,102,Dinora Lizeth Garza,Pumas,1,921
2021-2022,Clausura,103,Dania Belén Padilla,Pumas,1,1321
2021-2022,Clausura,104,Bibiana Guadalupe Quintos,Pumas,1,1358
2021-2022,Clausura,105,Rosa Iris Aguiar,Tijuana,1,158
2021-2022,Clausura,106,Inglis Yoana Hernández,Tijuana,1,885
2021-2022,Clausura,107,Paola Del Carmen Villamizar,Tijuana,1,898
2021-2022,Clausura,108,Esmeralda Verdugo,Tijuana,1,927
2021-2022,Clausura,109,Dulce Maria Alvarado,Tijuana,1,977
2021-2022,Clausura,110,Annia Stephany Mejía,Tijuana,1,1334
2021-2022,Clausura,111,Joselyn De La Rosa,Tijuana,1,1357
2021-2022,Clausura,112,Karime Abud,Cruz Azul,1,140
2021-2022,Clausura,113,Ana Gabriela Huerta,Cruz Azul,1,506
2021-2022,Clausura,114,Michelle Francini Montero,Cruz Azul,1,553
2021-2022,Clausura,115,Martha Natalia Enciso,Cruz Azul,1,808
2021-2022,Clausura,116,Gabriela Rocío Álvarez,Cruz Azul,1,985
2021-2022,Clausura,117,Tania Paola Morales,Cruz Azul,1,994
2021-2022,Clausura,118,Nancy Zaragoza,Cruz Azul,1,1352
2021-2022,Clausura,119,Karla Lorena Martínez,Toluca,1,1057
2021-2022,Clausura,120,Patricia De María Jardón,Toluca,1,1274
2021-2022,Clausura,121,Itzia Tenahua,Atlético de San Luis,1,416
2021-2022,Clausura,122,Magdalena Carolina Zepeda,Atlético de San Luis,1,680
2021-2022,Clausura,123,Rubí Sarahí Ruvalcaba,Atlético de San Luis,1,698
2021-2022,Clausura,124,Daniela Carrandi,Atlético de San Luis,1,754
2021-2022,Clausura,125,Ana Karen López,Atlético de San Luis,1,765
2021-2022,Clausura,126,Estefania Izaguirre,Atlético de San Luis,1,855
2021-2022,Clausura,127,Isabel Kasis,Atlético de San Luis,1,1182
2021-2022,Clausura,128,Rebeca Villuendas,Atlético de San Luis,1,1292
2021-2022,Clausura,129,Leidy Lizeth Ramos,Querétaro,1,327
2021-2022,Clausura,130,Alondra Karime Camargo,Querétaro,1,898
2021-2022,Clausura,131,Alejandra Montserrat Medina,Querétaro,1,906
2021-2022,Clausura,132,Jazmín Enrigue,Querétaro,1,984
2021-2022,Clausura,133,Estela Gómez,Santos Laguna,1,776
2021-2022,Clausura,134,Joseline Andrea Hernández,Santos Laguna,1,965
2021-2022,Clausura,135,Andrea Alejandra Balderas,Necaxa,1,473
2021-2022,Clausura,136,Saira Cecilia López,Necaxa,1,508
2021-2022,Clausura,137,Brenda León,Necaxa,1,988
2021-2022,Clausura,138,Andrea Monserrat Martínez,Necaxa,1,1082
2021-2022,Clausura,139,Norma Priscila Gaitan,Mazatlán FC,1,486
2021-2022,Clausura,140,María Magalí Del Verdún Cuadrado,Mazatlán FC,1,587
2021-2022,Clausura,141,Michell Cecilia Guerrero,Mazatlán FC,1,728
2021-2022,Clausura,142,Ixchebel Tamara Romero,Mazatlán FC,1,1381
2021-2022,Clausura,143,Alexandra De La Caridad Hernández Ynurreta,León,1,176
2021-2022,Clausura,144,Sandra Paola Camacho,León,1,216
2021-2022,Clausura,145,Dalia Nailea Vidrio,León,1,431
2021-2022,Clausura,146,Marta Alexandra Cox Villarreal,León,1,546
2021-2022,Clausura,147,Yazmin Araceli Álvarez,León,1,1002
2021-2022,Clausura,148,Selena Carolina Castillo,León,1,1209
2021-2022,Clausura,149,Paulina Gómez,León,1,1409
2021-2022,Clausura,150,María Del Pilar Aceves,Puebla,1,402
2021-2022,Clausura,151,Jessica Liliana Tenorio,Puebla,1,598
2021-2022,Clausura,152,Estefany Elizabeth Hernández,Puebla,1,1012
2021-2022,Clausura,153,Yenifer Britany García,FC Juárez,1,129
2021-2022,Clausura,154,Karen Yozaleth González,FC Juárez,1,227
2021-2022,Clausura,155,Susana Romero,FC Juárez,1,405
2021-2022,Clausura,156,Silvia Elicerio,FC Juárez,1,771
2021-2022,Clausura,157,Rubí Iridian Villegas,FC Juárez,1,1075
2021-2022,Clausura,158,Paola González,FC Juárez,1,1086
2021-2022,Clausura,159,Miah Alexia Zuazua,FC Juárez,1,1231
2021-2022,Clausura,160,Andrea Hernández,FC Juárez,1,1277
